CSD refcode,CIF filename,original crystal system,Sohncke space group,Percentage void space,Charged framework,Hydrogen added,Unreliable chemistry
AXAHIT,axahit_P1,monoclinic,-,19.539,-,-,-
AXAQAT02,axaqat02_P1,monoclinic,-,17.439,-,-,-
AXEKAS,axekas_P1,monoclinic,-,12.746,-,-,-
AXEPOL,axepol_P1,orthorhombic,-,13.719,-,-,-
AXEQUS,axequs_P1,monoclinic,-,23.246,-,-,-
AXICOB,axicob_P1,triclinic,-,42.866,-,-,-
AXINAX01,axinax01_P1_H,monoclinic,-,77.421,-,Yes,-
AXINIF,axinif_P1_H,orthorhombic,-,59.504,-,Yes,Yes
AXIPEE,axipee_P1,monoclinic,-,45.213,-,-,-
AXIPEE01,axipee01_P1,monoclinic,-,49.118,-,-,-
AXIPEE02,axipee02_P1,monoclinic,-,47.024,-,-,-
AXIPEE03,axipee03_P1,monoclinic,-,46.913,-,-,-
AXITOR,axitor_P1,monoclinic,-,12.825,-,-,-
AXIXAJ,axixaj_P1,orthorhombic,Yes,14.575,-,-,-
AXOHIE,axohie_P1,monoclinic,-,20.738,-,-,-
AXOWIW,axowiw_P1,triclinic,-,14.527,-,-,-
AXOYUK,axoyuk_P1,orthorhombic,-,36.468,-,-,-
AXUBOL,axubol_P1_H,cubic,-,52.227,-,Yes,Yes
AXUKUB,axukub_P1_charged,rhombohedral,-,64.26,Yes,-,-
AXULAI,axulai_P1_charged,monoclinic,-,66.798,Yes,-,-
AXULEM,axulem_P1_charged,monoclinic,-,65.588,Yes,-,-
AXUVAT,axuvat_P1,monoclinic,-,15.957,-,-,-
AXUVIB,axuvib_P1,triclinic,-,50.835,-,-,-
AYATUR,ayatur_P1,triclinic,-,10.515,-,-,-
AYEQEC,ayeqec_P1,monoclinic,-,56.418,-,-,-
AYONOT,ayonot_P1,orthorhombic,-,21.451,-,-,-
AYOQEM,ayoqem_P1_H,rhombohedral,-,53.544,-,Yes,-
AYOXUJ,ayoxuj_P1,monoclinic,-,18.914,-,-,-
AYOYEU,ayoyeu_P1,triclinic,-,19.696,-,-,-
AYOYIY,ayoyiy_P1,monoclinic,-,25.954,-,-,-
AYUDUV,ayuduv_P1,monoclinic,-,18.396,-,-,-
AYUWUM,ayuwum_P1_charged,triclinic,-,16.158,Yes,-,-
AZAFIS,azafis_P1,triclinic,-,29.024,-,-,-
AZAKIY,azakiy_P1,orthorhombic,-,14.61,-,-,-
AZAKIY01,azakiy01_P1,orthorhombic,-,15.442,-,-,-
AZEKIC,azekic_P1_charged_H,hexagonal,-,50.727,Yes,Yes,Yes
AZEKOI,azekoi_P1_charged_H,hexagonal,-,51.005,Yes,Yes,Yes
AZILEC,azilec_P1,orthorhombic,-,27.389,-,-,-
AZIVAI,azivai_P1,tetragonal,Yes,62.937,-,-,-
AZIXUD,azixud_P1,orthorhombic,Yes,16.112,-,-,-
AZOXUL,azoxul_P1_charged_H,orthorhombic,-,41.001,Yes,Yes,Yes
AZUFAC,azufac_P1,monoclinic,-,10.163,-,-,-
AZUFEG,azufeg_P1,monoclinic,-,17.895,-,-,-
AZUFIK,azufik_P1,triclinic,-,22.408,-,-,-
AZUHUB,azuhub_P1_H,tetragonal,-,48.345,-,Yes,-
AZUJAJ,azujaj_P1,tetragonal,-,58.333,-,-,-
AZUJIR,azujir_P1_charged,tetragonal,-,57.975,Yes,-,-
AZUJOX,azujox_P1_H,tetragonal,-,55.937,-,Yes,-
BABJIB,babjib_P1,monoclinic,-,23.653,-,-,-
BACGAQ,bacgaq_P1,triclinic,-,28.37,-,-,-
BACMOH,bacmoh_P1_H,orthorhombic,Yes,25.582,-,Yes,-
BACMOH10,bacmoh10_P1,orthorhombic,Yes,22.516,-,-,-
BACSIL,bacsil_P1_H,triclinic,-,23.018,-,Yes,-
BADHIA,badhia_P1,orthorhombic,-,31.619,-,-,-
BADHOG,badhog_P1,orthorhombic,-,31.697,-,-,-
BADHUM,badhum_P1,orthorhombic,-,31.483,-,-,-
BADHUM01,badhum01_P1,monoclinic,-,23.809,-,-,-
BADJAU,badjau_P1,orthorhombic,-,30.408,-,-,-
BADXUC,badxuc_P1,monoclinic,-,59.269,-,-,-
BADYAJ,badyaj_P1,monoclinic,-,55.11,-,-,-
BADZAK,badzak_P1_charged,monoclinic,-,54.822,Yes,-,-
BAFBES,bafbes_P1_charged_H,triclinic,-,49.553,Yes,Yes,-
BAFKUR,bafkur_P1,triclinic,-,15.968,-,-,-
BAFVOX,bafvox_P1,tetragonal,-,57.131,-,-,-
BAGHEA,baghea_P1,tetragonal,Yes,38.827,-,-,-
BAGRIN,bagrin_P1_H,monoclinic,-,13.545,-,Yes,-
BAHCIZ,bahciz_P1,monoclinic,Yes,31.678,-,-,-
BAHCOF,bahcof_P1_H,orthorhombic,Yes,25.556,-,Yes,-
BAHGUN,bahgun_P1,monoclinic,-,21.28,-,-,-
BAHGUN01,bahgun01_P1,monoclinic,-,19.523,-,-,-
BAHGUN02,bahgun02_P1,monoclinic,-,20.077,-,-,-
BAHGUN03,bahgun03_P1,monoclinic,-,20.421,-,-,-
BAHGUN04,bahgun04_P1,monoclinic,-,20.556,-,-,-
BAHLUS,bahlus_P1,monoclinic,-,11.159,-,-,-
BAHMAZ,bahmaz_P1,monoclinic,-,11.81,-,-,-
BAKGAX,bakgax_P1,orthorhombic,-,11.504,-,-,-
BAKJEE,bakjee_P1_H,monoclinic,-,44.886,-,Yes,-
BAKJII,bakjii_P1,monoclinic,-,53.698,-,-,-
BAKSIS,baksis_P1_H,monoclinic,-,60.832,-,Yes,Yes
BALJOQ,baljoq_P1_charged,monoclinic,-,24.848,Yes,-,-
BALWUK,balwuk_P1,tetragonal,-,60.612,-,-,-
BAMKIM,bamkim_P1_charged,monoclinic,-,35.282,Yes,-,-
BAMKOS,bamkos_P1_charged_H,monoclinic,-,21.231,Yes,Yes,-
BAMMOU,bammou_P1_charged,hexagonal,Yes,48.991,Yes,-,-
BAMMUA,bammua_P1_charged,hexagonal,Yes,45.137,Yes,-,-
BAMNAH,bamnah_P1_charged,hexagonal,Yes,41.23,Yes,-,-
BAMNEL,bamnel_P1_charged,hexagonal,Yes,40.903,Yes,-,-
BANJUZ,banjuz_P1,triclinic,-,34.993,-,-,-
BANKAG,bankag_P1,monoclinic,-,44.694,-,-,-
BANKEK,bankek_P1,triclinic,-,24.662,-,-,-
BANKIO,bankio_P1,monoclinic,-,43.536,-,-,-
BANMAG,banmag_P1,hexagonal,-,34.569,-,-,-
BANXOH,banxoh_P1,monoclinic,-,44.321,-,-,-
BAQKUD,baqkud_P1,rhombohedral,-,12.481,-,-,-
BAQMOW,baqmow_P1,rhombohedral,-,16.979,-,-,-
BAQMUC,baqmuc_P1,cubic,-,14.55,-,-,-
BARKUD,barkud_P1_charged,trigonal,Yes,56.899,Yes,-,-
BARLEO,barleo_P1_charged,tetragonal,-,68.44,Yes,-,-
BARMEP,barmep_P1_charged_H,monoclinic,-,45.777,Yes,Yes,-
BARZIE,barzie_P1,rhombohedral,-,16.653,-,-,-
BASJUB,basjub_P1,tetragonal,-,41.82,-,-,-
BASMAM,basmam_P1_charged,rhombohedral,Yes,43.203,Yes,-,-
BASMUG,basmug_P1,monoclinic,-,40.01,-,-,-
BASSOF,bassof_P1,orthorhombic,-,10.726,-,-,-
BASTIA,bastia_P1,orthorhombic,-,10.587,-,-,-
BASTUM,bastum_P1,orthorhombic,-,10.073,-,-,-
BATTAV,battav_P1_charged,rhombohedral,-,43.345,Yes,-,-
BATTEZ,battez_P1,rhombohedral,-,48.907,-,-,-
BATXIG,batxig_P1_H,orthorhombic,Yes,62.882,-,Yes,-
BAWFIS,bawfis_P1,monoclinic,-,10.272,-,-,-
BAWRUO,bawruo_P1_charged_H,monoclinic,-,27.459,Yes,Yes,Yes
BAXREY,baxrey_P1_H,orthorhombic,-,23.701,-,Yes,-
BAXSIE,baxsie_P1,tetragonal,Yes,17.482,-,-,-
BAXTUS,baxtus_P1,monoclinic,-,15.809,-,-,-
BAYQOK,bayqok_P1,triclinic,-,39.524,-,-,-
BAYQUQ,bayquq_P1,orthorhombic,-,60.926,-,-,-
BAYRAX,bayrax_P1,monoclinic,-,33.007,-,-,-
BAZBIO,bazbio_P1,monoclinic,Yes,10.453,-,-,-
BAZBIO01,bazbio01_P1,monoclinic,Yes,11.399,-,-,-
BAZBOU,bazbou_P1,monoclinic,Yes,11.81,-,-,-
BAZBOU01,bazbou01_P1_H,monoclinic,Yes,15.073,-,Yes,-
BAZBOU02,bazbou02_P1,monoclinic,Yes,11.644,-,-,-
BAZBOW,bazbow_P1,cubic,-,42.727,-,-,-
BAZDAJ,bazdaj_P1,orthorhombic,Yes,13.785,-,-,-
BAZFUF,bazfuf_P1_H,cubic,-,84.132,-,Yes,Yes
BAZFUF01,bazfuf01_P1_H,cubic,-,84.041,-,Yes,Yes
BAZGAM,bazgam_P1_H,cubic,-,93.505,-,Yes,Yes
BAZGEQ,bazgeq_P1_H,tetragonal,-,81.783,-,Yes,Yes
BAZJET,bazjet_P1_H,hexagonal,-,59.725,-,Yes,-
BAZTUU,baztuu_P1,orthorhombic,Yes,37.617,-,-,-
BEBWOX,bebwox_P1,monoclinic,-,17.824,-,-,-
BECJUR,becjur_P1,monoclinic,-,28.679,-,-,-
BECKAY,beckay_P1,monoclinic,-,25.094,-,-,-
BECKEC,beckec_P1_H,triclinic,-,21.82,-,Yes,-
BECSUA,becsua_P1,monoclinic,-,33.793,-,-,-
BEDHOJ,bedhoj_P1,tetragonal,Yes,33.981,-,-,-
BEDPAE,bedpae_P1,orthorhombic,-,34.914,-,-,-
BEDTAI,bedtai_P1,monoclinic,-,48.08,-,-,-
BEDTIQ,bedtiq_P1,monoclinic,-,47.093,-,-,-
BEDWIS,bedwis_P1,triclinic,-,42.771,-,-,-
BEDYEQ,bedyeq_P1_H,hexagonal,-,79.789,-,Yes,Yes
BEFJOO,befjoo_P1,monoclinic,-,22.009,-,-,-
BEFVIV,befviv_P1_charged_H,trigonal,Yes,57.013,Yes,Yes,-
BEGHEE,beghee_P1,orthorhombic,-,47.529,-,-,-
BEGPUB,begpub_P1,hexagonal,Yes,59.329,-,-,-
BEGZAS,begzas_P1,orthorhombic,Yes,59.227,-,-,-
BEGZEW,begzew_P1,monoclinic,-,60.285,-,-,-
BEHNOV,behnov_P1,monoclinic,-,12.381,-,-,-
BEJYOH,bejyoh_P1_charged,rhombohedral,Yes,12.277,Yes,-,-
BEJYUN,bejyun_P1_charged,rhombohedral,Yes,11.148,Yes,-,-
BEKQUG,bekqug_P1,orthorhombic,-,50.347,-,-,-
BELJIL,beljil_P1,rhombohedral,-,26.008,-,-,-
BELQAN,belqan_P1_H,monoclinic,-,14.139,-,Yes,-
BELTUJ,beltuj_P1_H,orthorhombic,-,31.96,-,Yes,-
BELVAR,belvar_P1_charged,monoclinic,-,30.287,Yes,-,-
BEMWAV,bemwav_P1_H,monoclinic,-,19.597,-,Yes,-
BEMZIG,bemzig_P1,orthorhombic,-,11.391,-,-,-
BENXOJ,benxoj_P1,monoclinic,-,29.423,-,-,-
BENXUP,benxup_P1,monoclinic,-,29.997,-,-,-
BEPLUF,bepluf_P1,hexagonal,Yes,39.641,-,-,-
BEPMAM,bepmam_P1,hexagonal,Yes,40.649,-,-,-
BEPMEQ,bepmeq_P1,hexagonal,Yes,41.732,-,-,-
BEPMIU,bepmiu_P1,hexagonal,Yes,40.879,-,-,-
BEPNIV,bepniv_P1_H,hexagonal,Yes,30.424,-,Yes,-
BEPNOB,bepnob_P1_H,hexagonal,Yes,40.24,-,Yes,-
BEPNUH,bepnuh_P1,hexagonal,Yes,43.571,-,-,-
BEPPAP,beppap_P1,hexagonal,Yes,40.613,-,-,-
BEPPIX,beppix_P1,hexagonal,Yes,27.505,-,-,-
BEPPOD,beppod_P1_H,hexagonal,Yes,34.722,-,Yes,-
BEPVAV,bepvav_P1,triclinic,-,20.068,-,-,-
BEPVEZ,bepvez_P1,triclinic,-,26.606,-,-,-
BEPVID,bepvid_P1,triclinic,-,25.107,-,-,-
BEPVOJ,bepvoj_P1,triclinic,-,22.592,-,-,-
BEPVOJ01,bepvoj01_P1,triclinic,-,23.659,-,-,-
BEPYIG,bepyig_P1,monoclinic,-,26.912,-,-,-
BEQFEK,beqfek_P1,tetragonal,-,30.481,-,-,-
BEQHUD,beqhud_P1,orthorhombic,-,41.019,-,-,-
BEQJAL,beqjal_P1,orthorhombic,-,40.278,-,-,-
BEQJOZ,beqjoz_P1_charged,monoclinic,-,30.736,Yes,-,-
BEQJUF,beqjuf_P1_charged,monoclinic,-,30.707,Yes,-,-
BEQKAM,beqkam_P1_H,rhombohedral,Yes,55.971,-,Yes,Yes
BEQKIV,beqkiv_P1_charged,monoclinic,-,39.009,Yes,-,-
BERGAI,bergai_P1,tetragonal,-,24.756,-,-,-
BERGAI01,bergai01_P1,tetragonal,-,24.319,-,-,-
BERQAS01,berqas01_P1_charged,trigonal,Yes,34.522,Yes,-,-
BETDEL,betdel_P1_H,monoclinic,-,34.231,-,Yes,-
BETDIP,betdip_P1_H,monoclinic,-,29.717,-,Yes,-
BETDUB,betdub_P1_H,monoclinic,-,28.16,-,Yes,-
BETFEN,betfen_P1_H,monoclinic,-,19.456,-,Yes,-
BETFUD,betfud_P1_H,monoclinic,-,20.657,-,Yes,-
BETGAK,betgak_P1_H,monoclinic,-,21.125,-,Yes,-
BETHIT,bethit_P1_charged_H,cubic,-,68.858,Yes,Yes,Yes
BETYAD,betyad_P1,monoclinic,-,41.732,-,-,-
BETYEH,betyeh_P1,triclinic,-,50.728,-,-,-
BETZOR,betzor_P1_H,monoclinic,-,37.742,-,Yes,-
BEVZUZ,bevzuz_P1,monoclinic,-,10.749,-,-,-
BEWSOO,bewsoo_P1,triclinic,-,32.828,-,-,-
BEWVEG,bewveg_P1_charged,triclinic,Yes,15.126,Yes,-,-
BEWVOQ,bewvoq_P1_charged_H,triclinic,Yes,15.941,Yes,Yes,-
BEWWEH,bewweh_P1,orthorhombic,Yes,14.029,-,-,-
BEXMID,bexmid_P1,monoclinic,-,38.057,-,-,-
BEXRUT,bexrut_P1,monoclinic,-,27.639,-,-,-
BEXSEE,bexsee_P1,monoclinic,-,26.985,-,-,-
BEXSII,bexsii_P1,monoclinic,-,53.997,-,-,-
BEXTOP,bextop_P1,triclinic,-,10.514,-,-,-
BEYSEF,beysef_P1,tetragonal,-,38.217,-,-,-
BEZDUH,bezduh_P1,triclinic,-,13.274,-,-,-
BIBBUL,bibbul_P1,orthorhombic,Yes,14.089,-,-,-
BIBQOV,bibqov_P1,monoclinic,-,22.274,-,-,-
BIBXOB,bibxob_P1,cubic,-,80.946,-,-,-
BIBXUH,bibxuh_P1,cubic,-,66.26,-,-,-
BICPUA,bicpua_P1_H,hexagonal,-,78.234,-,Yes,Yes
BIDMAE,bidmae_P1_charged_H,monoclinic,-,25.852,Yes,Yes,-
BIDPAH,bidpah_P1_charged,rhombohedral,-,74.385,Yes,-,-
BIFKEI,bifkei_P1,triclinic,-,28.361,-,-,-
BIFNOW,bifnow_P1_charged_H,hexagonal,-,31.078,Yes,Yes,-
BIFPAK,bifpak_P1_charged_H,monoclinic,-,27.847,Yes,Yes,-
BIFPOY,bifpoy_P1_charged_H,orthorhombic,-,18.486,Yes,Yes,-
BIFSOB,bifsob_P1_charged,orthorhombic,-,40.62,Yes,-,-
BIGWOG,bigwog_P1_H,cubic,Yes,68.789,-,Yes,Yes
BIHBAX,bihbax_P1_charged_H,tetragonal,Yes,87.253,Yes,Yes,-
BIHQAM,bihqam_P1,tetragonal,-,31.717,-,-,-
BIHRUI,bihrui_P1_H,tetragonal,-,63.341,-,Yes,Yes
BIHVUM,bihvum_P1_H,monoclinic,Yes,13.693,-,Yes,Yes
BIJDUV,bijduv_P1_H,orthorhombic,Yes,44.822,-,Yes,-
BIJZEC,bijzec_P1_charged,orthorhombic,-,14.408,Yes,-,-
BIJZIG,bijzig_P1,triclinic,-,61.987,-,-,-
BIKMEQ,bikmeq_P1,rhombohedral,-,47.353,-,-,-
BIKMEQ01,bikmeq01_P1,rhombohedral,-,47.938,-,-,-
BIKMOA,bikmoa_P1,rhombohedral,-,45.865,-,-,-
BIKMUG,bikmug_P1,rhombohedral,-,46.676,-,-,-
BIKNER,bikner_P1,rhombohedral,-,46.779,-,-,-
BIKNOB,biknob_P1,rhombohedral,-,51.513,-,-,-
BIMDEF,bimdef_P1,monoclinic,-,26.1,-,-,-
BIMPEV,bimpev_P1,monoclinic,-,45.929,-,-,-
BINROH,binroh_P1_H,cubic,-,72.806,-,Yes,Yes
BINRUN,binrun_P1_H,cubic,-,72.311,-,Yes,Yes
BINSAU,binsau_P1_H,cubic,-,73.765,-,Yes,Yes
BIPLAQ,biplaq_P1_H,cubic,-,81.228,-,Yes,Yes
BIPLIX,biplix_P1_H,triclinic,-,44.828,-,Yes,-
BIPNAS,bipnas_P1_H,monoclinic,-,15.012,-,Yes,-
BIPSUQ,bipsuq_P1_H,hexagonal,-,80.292,-,Yes,Yes
BIPXIK,bipxik_P1,triclinic,-,43.313,-,-,-
BIPXOQ,bipxoq_P1,monoclinic,-,32.089,-,-,-
BIQHEQ,biqheq_P1,orthorhombic,-,31.062,-,-,-
BIQHIU,biqhiu_P1,monoclinic,-,18.286,-,-,-
BIQVII,biqvii_P1,monoclinic,-,13.622,-,-,-
BIRBIQ,birbiq_P1_charged_H,triclinic,-,31.821,Yes,Yes,-
BIRBOW,birbow_P1_charged_H,triclinic,-,28.052,Yes,Yes,-
BIRBUC,birbuc_P1_charged_H,triclinic,-,30.283,Yes,Yes,-
BIRCAJ,bircaj_P1_charged_H,triclinic,-,28.574,Yes,Yes,-
BIRMUM,birmum_P1,monoclinic,-,12.676,-,-,-
BIRNAT,birnat_P1,triclinic,-,12.619,-,-,-
BIRSEC,birsec_P1_H,orthorhombic,-,34.296,-,Yes,Yes
BIRSIG,birsig_P1_H,orthorhombic,-,32.454,-,Yes,Yes
BIRSUS,birsus_P1_H,monoclinic,-,11.337,-,Yes,-
BISRUQ,bisruq_P1,monoclinic,-,14.636,-,-,-
BIVXEK,bivxek_P1_H,triclinic,-,23.565,-,Yes,-
BIWDET,biwdet_P1,triclinic,-,21.639,-,-,-
BIWSAE,biwsae_P1,triclinic,-,21.673,-,-,-
BIWWOW,biwwow_P1,monoclinic,-,18.676,-,-,-
BIXVIQ,bixviq_P1_H,cubic,-,69.064,-,Yes,-
BIYTEJ,biytej_P1,hexagonal,Yes,37.633,-,-,-
BIYVIR,biyvir_P1,monoclinic,-,27.89,-,-,-
BIYVOX,biyvox_P1,monoclinic,-,29.172,-,-,-
BIZHOK,bizhok_P1,rhombohedral,-,17.886,-,-,-
BIZHUQ,bizhuq_P1,rhombohedral,-,17.38,-,-,-
BIZTAI,biztai_P1,hexagonal,Yes,43.426,-,-,-
BOBDII,bobdii_P1,tetragonal,-,48.305,-,-,-
BOBHUY,bobhuy_P1,monoclinic,-,14.774,-,-,-
BOBJAG,bobjag_P1,monoclinic,-,14.014,-,-,-
BOBRIW,bobriw_P1,monoclinic,-,25.436,-,-,-
BOBTIW,bobtiw_P1,rhombohedral,-,33.287,-,-,-
BOBTOC,bobtoc_P1,triclinic,-,34.061,-,-,-
BOBTUI,bobtui_P1,rhombohedral,-,30.349,-,-,-
BOBZIE,bobzie_P1,rhombohedral,-,19.712,-,-,-
BOCFIL,bocfil_P1_charged,monoclinic,-,48.166,Yes,-,-
BODCUV04,bodcuv04_P1_H,rhombohedral,-,11.081,-,Yes,-
BODCUV05,bodcuv05_P1_H,rhombohedral,-,10.971,-,Yes,-
BODCUV08,bodcuv08_P1_H,rhombohedral,-,16.574,-,Yes,-
BODCUV09,bodcuv09_P1_H,rhombohedral,-,14.417,-,Yes,-
BOFBII,bofbii_P1_charged,monoclinic,-,36.817,Yes,-,-
BOFCEG,bofceg_P1,monoclinic,-,39.743,-,-,-
BOFGUZ,bofguz_P1,monoclinic,-,11.608,-,-,-
BOFTIC,boftic_P1,monoclinic,-,18.344,-,-,-
BOGNES,bognes_P1_H,cubic,Yes,78.592,-,Yes,-
BOGXIF,bogxif_P1,rhombohedral,-,31.498,-,-,-
BOGXIF02,bogxif02_P1,rhombohedral,-,31.116,-,-,-
BOGXIF03,bogxif03_P1,rhombohedral,-,32.193,-,-,-
BOGXOL,bogxol_P1,rhombohedral,-,30.073,-,-,-
BOHJAK,bohjak_P1_H,cubic,Yes,16.806,-,Yes,Yes
BOKQEZ,bokqez_P1_H,rhombohedral,-,38.082,-,Yes,Yes
BOLZOU,bolzou_P1,triclinic,-,23.659,-,-,-
BOMBAJ,bombaj_P1,monoclinic,-,53.452,-,-,-
BOMCOX,bomcox_P1,monoclinic,-,36.94,-,-,-
BOMCUB,bomcub_P1_charged,hexagonal,Yes,17.841,Yes,-,-
BOMVUX,bomvux_P1_charged,monoclinic,-,33.355,Yes,-,-
BOMWAE,bomwae_P1,monoclinic,-,35.369,-,-,-
BOMWUY,bomwuy_P1,monoclinic,-,14.301,-,-,-
BOMXAF,bomxaf_P1,monoclinic,-,14.194,-,-,-
BONCEP,boncep_P1,triclinic,-,11.715,-,-,-
BONMAT,bonmat_P1,orthorhombic,-,53.983,-,-,-
BONMEX,bonmex_P1,monoclinic,-,53.112,-,-,-
BONWIL,bonwil_P1,monoclinic,-,10.958,-,-,-
BOPHIZ,bophiz_P1_charged_H,triclinic,-,32.354,Yes,Yes,-
BOPPUU,boppuu_P1_charged,cubic,-,38.31,Yes,-,-
BOQLUR,boqlur_P1,orthorhombic,-,18.837,-,-,-
BOQVOT,boqvot_P1,monoclinic,-,12.804,-,-,-
BORKIF,borkif_P1,orthorhombic,-,33.854,-,-,-
BORKOL,borkol_P1,orthorhombic,-,33.619,-,-,-
BORKUR,borkur_P1,orthorhombic,-,33.285,-,-,-
BORLEC,borlec_P1,monoclinic,-,42.183,-,-,-
BORLIG,borlig_P1,monoclinic,-,28.48,-,-,-
BORLOM,borlom_P1,monoclinic,-,21.872,-,-,-
BORLUS,borlus_P1,monoclinic,-,42.9,-,-,-
BORMON,bormon_P1,orthorhombic,Yes,49.375,-,-,-
BOSCAQ,boscaq_P1,monoclinic,-,27.46,-,-,-
BOTCEU,botceu_P1,rhombohedral,-,14.045,-,-,-
BOVHEB,bovheb_P1_H,monoclinic,-,21.96,-,Yes,-
BOWDIC,bowdic_P1_H,monoclinic,-,48.067,-,Yes,-
BOWDOI,bowdoi_P1_H,monoclinic,-,49.49,-,Yes,-
BOWNEJ,bownej_P1_charged,monoclinic,-,27.535,Yes,-,-
BOWQAG,bowqag_P1,monoclinic,-,16.186,-,-,-
BOWSIQ,bowsiq_P1,orthorhombic,-,29.218,-,-,-
BOWZUK,bowzuk_P1_charged,orthorhombic,-,40.941,Yes,-,-
BOXFAW,boxfaw_P1_charged_H,cubic,-,51.754,Yes,Yes,Yes
BOXFEA,boxfea_P1_charged_H,cubic,-,32.523,Yes,Yes,Yes
BOXFIE,boxfie_P1_charged,cubic,-,58.159,Yes,-,-
BOXFOK,boxfok_P1_charged_H,cubic,-,57.214,Yes,Yes,-
BOXPOW,boxpow_P1,monoclinic,-,35.811,-,-,-
BOXRAK,boxrak_P1,triclinic,-,32.245,-,-,-
BOXYIY,boxyiy_P1_charged,triclinic,-,16.948,Yes,-,-
BOYTEQ,boyteq_P1,monoclinic,-,18.88,-,-,-
BOYZAT,boyzat_P1,monoclinic,-,21.26,-,-,-
BOZFAZ,bozfaz_P1,monoclinic,-,40.058,-,-,-
BOZFIH,bozfih_P1,monoclinic,-,46.045,-,-,-
BOZFON,bozfon_P1_H,orthorhombic,-,30.48,-,Yes,-
BUBJUF,bubjuf_P1,orthorhombic,-,49.606,-,-,-
BUBPIA,bubpia_P1,triclinic,-,19.331,-,-,-
BUBPOG,bubpog_P1,triclinic,-,20.858,-,-,-
BUBPUM,bubpum_P1,triclinic,-,20.554,-,-,-
BUBVEC,bubvec_P1,triclinic,-,25.294,-,-,-
BUBVIG,bubvig_P1,triclinic,-,26.656,-,-,-
BUBVUR,bubvur_P1,monoclinic,-,31.036,-,-,-
BUCVAZ,bucvaz_P1,rhombohedral,-,21.786,-,-,-
BUCVEC,bucvec_P1,monoclinic,-,22.057,-,-,-
BUCVIG,bucvig_P1,monoclinic,-,21.743,-,-,-
BUDDIO,buddio_P1,monoclinic,-,12.742,-,-,-
BUDWUV,budwuv_P1,monoclinic,-,15.766,-,-,-
BUFNEW,bufnew_P1_charged_H,cubic,-,49.876,Yes,Yes,Yes
BUFNOG,bufnog_P1_charged_H,cubic,-,51.385,Yes,Yes,Yes
BUFNUM,bufnum_P1_charged_H,cubic,-,54.338,Yes,Yes,Yes
BUFNUM01,bufnum01_P1_charged_H,cubic,-,54.348,Yes,Yes,Yes
BUFNUM02,bufnum02_P1_charged_H,cubic,-,54.34,Yes,Yes,Yes
BUFPAU01,bufpau01_P1_charged_H,cubic,-,52.588,Yes,Yes,Yes
BUGSAY,bugsay_P1,monoclinic,-,23.731,-,-,-
BUGSEC,bugsec_P1,monoclinic,-,24.58,-,-,-
BUGSIG,bugsig_P1,monoclinic,-,24.362,-,-,-
BUGSOM,bugsom_P1,monoclinic,-,24.022,-,-,-
BUJLOK,bujlok_P1_H,monoclinic,-,24.489,-,Yes,-
BUJMAX,bujmax_P1_charged_H,monoclinic,-,34.008,Yes,Yes,Yes
BUJMEB,bujmeb_P1_charged_H,monoclinic,-,41.008,Yes,Yes,Yes
BUKMUQ,bukmuq_P1,orthorhombic,Yes,35.295,-,-,-
BUKMUQ01,bukmuq01_P1,orthorhombic,Yes,35.928,-,-,-
BUKRUW,bukruw_P1,cubic,Yes,69.641,-,-,-
BUKRUW01,bukruw01_P1_H,cubic,Yes,68.237,-,Yes,Yes
BUKRUW02,bukruw02_P1,cubic,Yes,67.121,-,-,-
BUKRUW03,bukruw03_P1,cubic,Yes,67.563,-,-,-
BUKSAD,buksad_P1_H,cubic,Yes,72.67,-,Yes,Yes
BUKSIL,buksil_P1,cubic,Yes,67.724,-,-,-
BUKTAE,buktae_P1,cubic,Yes,69.062,-,-,-
BUKTEI,buktei_P1,cubic,Yes,68.869,-,-,-
BUKTIM,buktim_P1,cubic,Yes,68.953,-,-,-
BUKTOS,buktos_P1,cubic,Yes,69.206,-,-,-
BUKWOW,bukwow_P1,triclinic,Yes,12.548,-,-,-
BUKWUC,bukwuc_P1,triclinic,Yes,12.597,-,-,-
BUKXOX,bukxox_P1,triclinic,Yes,12.291,-,-,-
BUKXUD,bukxud_P1,triclinic,Yes,12.518,-,-,-
BUKYAJ,bukyaj_P1,monoclinic,-,38.704,-,-,-
BUKYAK,bukyak_P1,triclinic,Yes,11.713,-,-,-
BUKYEO,bukyeo_P1,triclinic,Yes,12.068,-,-,-
BUKYIS,bukyis_P1,triclinic,Yes,12.036,-,-,-
BUKYOY,bukyoy_P1,triclinic,Yes,12.355,-,-,-
BUKYUE,bukyue_P1,triclinic,Yes,11.569,-,-,-
BUKZAL,bukzal_P1,triclinic,Yes,12.033,-,-,-
BUNLAZ,bunlaz_P1_H,hexagonal,-,84.516,-,Yes,Yes
BUNMOP,bunmop_P1_charged,rhombohedral,-,12.293,Yes,-,Yes
BUNMUU,bunmuu_P1,monoclinic,-,25.181,-,-,-
BUPDUM,bupdum_P1_charged,cubic,-,41.991,Yes,-,-
BUPFAU,bupfau_P1_charged,cubic,-,41.213,Yes,-,-
BUPFEY,bupfey_P1_charged,cubic,-,41.783,Yes,-,-
BUPGID,bupgid_P1,monoclinic,-,14.645,-,-,-
BUPGUP,bupgup_P1_charged,orthorhombic,-,17.164,Yes,-,-
BUPKAZ,bupkaz_P1_H,triclinic,-,12.365,-,Yes,-
BUPSUD,bupsud_P1,orthorhombic,-,21.516,-,-,-
